作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
057502,探偵小説の「謎」,たんていしょうせつのなぞ,たんていしようせつのなそ,,,,１　奇矯な着想「オール読物」文藝春秋、1954（昭和29）年10月号<br>２　意外な犯人「週刊朝日　推理小説特集号」朝日新聞社、1955（昭和30）年10月10日<br>３　兇器としての氷「犯罪学雑誌」日本犯罪学会、1952（昭和27）年3月復刊号<br>４　異様な兇器「読切小説集」テラス社、1953（昭和28）年11月増刊<br>６　隠し方のトリック「探偵倶楽部」共栄社、1953（昭和28）年8月号<br>７　プロバビリティーの犯罪「犯罪学雑誌」日本犯罪学会、1954（昭和29）年2月号<br>８　顔のない死体「探偵倶楽部」共栄社、1952（昭和27）年5月号<br>９　変身願望「探偵倶楽部」共栄社、1953（昭和28）年2月特大号<br>10　異様な犯罪動機「宝石」岩谷書店、1950（昭和25）年8―11月号<br>11　探偵小説に現われた犯罪心理「文化人の科学」、1947（昭和22）年3月号<br>12　暗号記法の種類「宝石」、1953（昭和28）年9・10月号「類別トリック集成」の一部<br>13　魔術と探偵小説「新青年」、1946（昭和21）年10月号<br>14　明治の指紋小説「宝石」、1950（昭和25）年12月号<br>15　原始法医学書と探偵小説「自警」、1951（昭和26）年9月号<br>16　スリルの説「ぷろふいる」、1935（昭和10）年12月号<br>「類別トリック集成」目次「続幻影城」早川書房、1954（昭和29）年6月,NDC 901,新字新仮名,なし,2017-07-28,2017-07-17,http://www.aozora.gr.jp/cards/001779/card57502.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,新版　探偵小説の「謎」,現代教養文庫、社会思想社,1956（昭和31）年6月25日,1999（平成11）年4月30日新版第1刷,1999（平成11）年4月30日新版第1刷,,,,,,,,,,,,華猫,まつもこ,http://www.aozora.gr.jp/cards/001779/files/57502_ruby_62060.zip,2017-06-22,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57502_62061.html,2017-06-22,ShiftJIS,JIS X 0208,0
056650,Ｄ坂の殺人事件,ディーざかのさつじんじけん,ていいさかのさつしんしけん,,,,「新青年」博文館、1925（大正14）年1月増刊,NDC 913,新字新仮名,なし,2016-02-21,2016-01-01,http://www.aozora.gr.jp/cards/001779/card56650.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2004（平成16）年7月20日初版1刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第三巻,平凡社,1932（昭和7）年1月,,,,,,,,,砂場清隆,湖山ルル,http://www.aozora.gr.jp/cards/001779/files/56650_ruby_58200.zip,2016-01-01,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56650_58209.html,2016-01-01,ShiftJIS,JIS X 0208,0
057108,鉄人Ｑ,てつじんキュー,てつしんきゆう,,,,「小学四年生」講談社、1958（昭和33）年4月号～1959（昭和34）年3月号<br>「小学五年生」講談社、1959（昭和34）年4月号～1960（昭和35）年3月号,NDC K913,新字新仮名,なし,2017-03-16,2017-03-06,http://www.aozora.gr.jp/cards/001779/card57108.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,塔上の奇術師／鉄人Ｑ,江戸川乱歩推理文庫、講談社,1988（昭和63）年7月8日,1988（昭和63）年7月8日第1刷,1988（昭和63）年7月8日第1刷,,,,,,,,,,,,sogo,大久保ゆう,http://www.aozora.gr.jp/cards/001779/files/57108_ruby_60855.zip,2017-03-06,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57108_60897.html,2017-03-06,ShiftJIS,JIS X 0208,0
056675,鉄塔の怪人,てっとうのかいじん,てつとうのかいしん,,,,「少年」光文社、1954（昭和29）年1月号～12月号,NDC K913,新字新仮名,なし,2016-11-22,2016-09-09,http://www.aozora.gr.jp/cards/001779/card56675.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,鉄塔の怪人／海底の魔術師,江戸川乱歩推理文庫、講談社,1988（昭和63）年2月8日,1988（昭和63）年2月8日第1刷,1988（昭和63）年2月8日第1刷,,,,,,,,,,,,sogo,大久保ゆう,http://www.aozora.gr.jp/cards/001779/files/56675_ruby_60091.zip,2016-09-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56675_60137.html,2016-09-09,ShiftJIS,JIS X 0208,0
057109,塔上の奇術師,とうじょうのきじゅつし,とうしようのきしゆつし,,,,「少女クラブ」講談社、1958（昭和33）年1月号～12月号,NDC K913,新字新仮名,なし,2017-02-15,2017-02-06,http://www.aozora.gr.jp/cards/001779/card57109.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,塔上の奇術師／鉄人Ｑ,江戸川乱歩推理文庫、講談社,1988（昭和63）年7月8日,1988（昭和63）年7月8日第1刷,1988（昭和63）年7月8日第1刷,,,,,,,,,,,,sogo,大久保ゆう,http://www.aozora.gr.jp/cards/001779/files/57109_ruby_60781.zip,2017-02-06,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57109_60816.html,2017-02-06,ShiftJIS,JIS X 0208,0
057229,透明怪人,とうめいかいじん,とうめいかいしん,,,,「少年」光文社、1951（昭和26）年1月号～12月号,NDC K913,新字新仮名,なし,2017-05-14,2017-03-11,http://www.aozora.gr.jp/cards/001779/card57229.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,虎の牙／透明怪人,江戸川乱歩推理文庫、講談社,1987（昭和62）年12月8日,1987（昭和62）年12月8日第1刷,1987（昭和62）年12月8日第1刷,,,,,,,,,,,,sogo,大久保ゆう,http://www.aozora.gr.jp/cards/001779/files/57229_ruby_61307.zip,2017-03-11,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57229_61350.html,2017-03-11,ShiftJIS,JIS X 0208,0
056672,虎の牙,とらのきば,とらのきは,,,,「少年」光文社、1950（昭和25）年1月号～12月号,NDC K913,新字新仮名,なし,2017-04-14,2017-03-11,http://www.aozora.gr.jp/cards/001779/card56672.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,虎の牙／透明怪人,江戸川乱歩推理文庫、講談社,1987（昭和62）年12月8日,1987（昭和62）年12月8日第1刷,1987（昭和62）年12月8日第1刷,,,,,,,,,,,,sogo,大久保ゆう,http://www.aozora.gr.jp/cards/001779/files/56672_ruby_61189.zip,2017-03-11,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56672_61232.html,2017-03-11,ShiftJIS,JIS X 0208,0
056647,二銭銅貨,にせんどうか,にせんとうか,,,,「新青年」博文館、1923（大正12）年4月,NDC 913,新字新仮名,なし,2016-01-01,2016-01-01,http://www.aozora.gr.jp/cards/001779/card56647.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2004（平成16）年7月20日初版1刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第一巻,平凡社,1931（昭和6）年6月,,,,,,,,,砂場清隆,湖山ルル,http://www.aozora.gr.jp/cards/001779/files/56647_ruby_58166.zip,2016-01-01,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56647_58167.html,2016-01-01,ShiftJIS,JIS X 0208,0
057190,日記帳,にっきちょう,につきちよう,,,,「写真報知」報知新聞社、1925（大正14）年3月5日,NDC 914,新字新仮名,なし,2016-03-19,2016-01-01,http://www.aozora.gr.jp/cards/001779/card57190.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第九巻,平凡社,1932（昭和7）年3月,,,,,,,,,門田裕志,Juki,http://www.aozora.gr.jp/cards/001779/files/57190_ruby_58233.zip,2016-01-01,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57190_58247.html,2016-01-01,ShiftJIS,JIS X 0208,0
057191,二癈人,にはいじん,にはいしん,,,,「新青年」博文館、1924（大正13）年6月,NDC 913,新字新仮名,なし,2017-10-07,2017-09-24,http://www.aozora.gr.jp/cards/001779/card57191.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2007（平成19）年1月30日5刷,江戸川乱歩全集　第二巻,平凡社,1931（昭和6）年10月,,,,,,,,,門田裕志,江村秀之,http://www.aozora.gr.jp/cards/001779/files/57191_ruby_62759.zip,2017-09-24,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57191_62846.html,2017-09-24,ShiftJIS,JIS X 0208,0
056648,人間椅子,にんげんいす,にんけんいす,,,,「苦楽」プラトン社、1925（大正14）年10月号,NDC 913,新字新仮名,なし,2016-02-09,2016-11-12,http://www.aozora.gr.jp/cards/001779/card56648.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2004（平成16）年7月20日初版1刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第一巻,平凡社,1931（昭和6）年7月,,,,,,,,,砂場清隆,湖山ルル,http://www.aozora.gr.jp/cards/001779/files/56648_ruby_58198.zip,2016-11-12,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/001779/files/56648_58207.html,2016-11-12,ShiftJIS,JIS X 0208,1
056676,灰色の巨人,はいいろのきょじん,はいいろのきよしん,,,,「少年クラブ」大日本雄辯會講談社、1955（昭和30）年1月号～12月号,NDC K913,新字新仮名,なし,2017-07-13,2017-07-31,http://www.aozora.gr.jp/cards/001779/card56676.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,灰色の巨人／魔法博士,江戸川乱歩推理文庫、講談社,1988（昭和63）年3月8日,1988（昭和63）年3月8日第1刷,1988（昭和63）年3月8日第1刷,,,,,,,,,,,,sogo,茅宮君子,http://www.aozora.gr.jp/cards/001779/files/56676_ruby_61995.zip,2017-07-31,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/001779/files/56676_61994.html,2017-07-31,ShiftJIS,JIS X 0208,1
057192,白昼夢,はくちゅうむ,はくちゆうむ,,,,「新青年」博文館、1925（大正14）年7月号,NDC 913,新字新仮名,なし,2016-08-31,2016-06-10,http://www.aozora.gr.jp/cards/001779/card57192.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第五巻,平凡社,1931（昭和6）年7月,,,,,,,,,門田裕志,A.K.,http://www.aozora.gr.jp/cards/001779/files/57192_ruby_59533.zip,2016-06-10,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57192_59570.html,2016-06-10,ShiftJIS,JIS X 0208,0
056651,パノラマ島綺譚,パノラマとうきだん,はのらまとうきたん,,,,「新青年」博文館、1926（大正15）年10月～1927（昭和2）年4月,NDC 913,新字新仮名,なし,2016-04-30,2016-05-08,http://www.aozora.gr.jp/cards/001779/card56651.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第2巻　パノラマ島綺譚,光文社文庫、光文社,2004（平成16）年8月20日,2004（平成16）年8月20日初版1刷,2015（平成27）年8月15日第6刷,創作探偵小説集第七巻,春陽堂,1927（昭和2）年3月20日,,,,,,,,,砂場清隆,まつもこ,http://www.aozora.gr.jp/cards/001779/files/56651_ruby_58728.zip,2016-05-08,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/001779/files/56651_58766.html,2016-05-08,ShiftJIS,JIS X 0208,1
057414,一人の芭蕉の問題,ひとりのばしょうのもんだい,ひとりのはしようのもんたい,,,,「ロック　第2巻第2号」筑波書林、1947（昭和22）年2月号,NDC 914,旧字旧仮名,なし,2016-10-10,2016-10-10,http://www.aozora.gr.jp/cards/001779/card57414.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,日本推理作家協会賞受賞作全集　7　幻影城,双葉文庫、双葉社,1995（平成7）年5月15日,1995（平成7）年5月15日第1刷,1995（平成7）年5月15日第1刷,幻影城,岩谷書店,1954（昭和29）年7月,,,,,,,,,第二回シャッカソンメンバー乱歩班,sogo,http://www.aozora.gr.jp/cards/001779/files/57414_txt_59976.zip,2016-09-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57414_60021.html,2016-09-09,ShiftJIS,JIS X 0208,0
057193,一人二役,ひとりふたやく,ひとりふたやく,,,,「新小説」春陽堂、1925（大正14）年9月,NDC 913,新字新仮名,なし,2016-08-31,2016-06-28,http://www.aozora.gr.jp/cards/001779/card57193.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第六巻,平凡社,1931（昭和6）年11月,,,,,,,,,門田裕志,A.K.,http://www.aozora.gr.jp/cards/001779/files/57193_ruby_59534.zip,2016-06-28,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57193_59571.html,2016-06-28,ShiftJIS,JIS X 0208,0
057194,百面相役者,ひゃくめんそうやくしゃ,ひやくめんそうやくしや,,,,「写真報知」報知新聞社、1925（大正14）年7月15日、25日,NDC 913,新字新仮名,なし,2016-11-10,2016-09-09,http://www.aozora.gr.jp/cards/001779/card57194.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第二巻,平凡社,1931（昭和6）年10月,,,,,,,,,門田裕志,岡村和彦,http://www.aozora.gr.jp/cards/001779/files/57194_ruby_60070.zip,2016-09-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57194_60116.html,2016-09-09,ShiftJIS,JIS X 0208,0
057230,ふしぎな人,ふしぎなひと,ふしきなひと,,,,「たのしい二年生」大日本雄弁会講談社／講談社、1958（昭和33）年8月～1959（昭和34）年3月<br>「たのしい三年生」講談社、1959（昭和34）年4月～12月,NDC K913,新字新仮名,なし,2016-07-16,2016-06-10,http://www.aozora.gr.jp/cards/001779/card57230.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第21巻　ふしぎな人,光文社文庫、光文社,2005（平成17）年3月20日,2005（平成17）年3月20日初版1刷,2005（平成17）年3月20日初版1刷,たのしい三年生,講談社,1959（昭和34）年4月～12月,,,,,,たのしい二年生,大日本雄弁会講談社／講談社,1958（昭和33）年8月～1959（昭和34）年3月,sogo,北川松生,http://www.aozora.gr.jp/cards/001779/files/57230_ruby_59440.zip,2016-06-10,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57230_59480.html,2016-06-10,ShiftJIS,JIS X 0208,0
056679,魔法博士,まほうはかせ,まほうはかせ,,,,「少年」1956（昭和31）年1月号～12月号,NDC K913,新字新仮名,なし,2017-09-15,2017-08-25,http://www.aozora.gr.jp/cards/001779/card56679.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,灰色の巨人／魔法博士,江戸川乱歩推理文庫、講談社,1988（昭和63）年3月8日,1988（昭和63）年3月8日第1刷,1988（昭和63）年3月8日第1刷,,,,,,,,,,,,sogo,茅宮君子,http://www.aozora.gr.jp/cards/001779/files/56679_ruby_62520.zip,2017-08-25,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56679_62562.html,2017-08-25,ShiftJIS,JIS X 0208,0
057165,まほうやしき,まほうやしき,まほうやしき,,,,「たのしい三年生」講談社、1957（昭和32）年1月号～3月号,NDC K913,新字新仮名,なし,2017-01-15,2016-12-09,http://www.aozora.gr.jp/cards/001779/card57165.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,文庫の雑誌／ぼくらの推理冒険物語　少年探偵王　本格推理マガジン,光文社文庫、光文社,2002（平成14）年4月20日,2002（平成14）年4月20日初版1刷,2002（平成14）年4月20日初版1刷,,,,,,,,,,,,sogo,みきた,http://www.aozora.gr.jp/cards/001779/files/57165_ruby_60437.zip,2016-12-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57165_60481.html,2016-12-09,ShiftJIS,JIS X 0208,0
057195,夢遊病者の死,むゆうびょうしゃのし,むゆうひようしやのし,,,,「苦楽」プラトン社、1925（大正14）年7月,NDC 913,新字新仮名,なし,2017-10-07,2017-09-24,http://www.aozora.gr.jp/cards/001779/card57195.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2007（平成19）年1月30日5刷,江戸川乱歩全集　第一巻,平凡社,1931（昭和6）年6月,,,,,,,,,門田裕志,江村秀之,http://www.aozora.gr.jp/cards/001779/files/57195_ruby_62758.zip,2017-09-24,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57195_62845.html,2017-09-24,ShiftJIS,JIS X 0208,0
056649,屋根裏の散歩者,やねうらのさんぽしゃ,やねうらのさんほしや,,,,「新青年」博文館、1925（大正14）年8月増刊,NDC 913,新字新仮名,なし,2016-07-28,2016-06-10,http://www.aozora.gr.jp/cards/001779/card56649.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2004（平成16）年7月20日初版1刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第二巻,平凡社,1931（昭和6）年10月,,,,,,,,,砂場清隆,岡村和彦,http://www.aozora.gr.jp/cards/001779/files/56649_ruby_59454.zip,2016-06-10,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56649_59494.html,2016-06-10,ShiftJIS,JIS X 0208,0
057196,幽霊,ゆうれい,ゆうれい,,,,「新青年」博文館、1925（大正14）年5月,NDC 913,新字新仮名,なし,2016-08-28,2016-06-10,http://www.aozora.gr.jp/cards/001779/card57196.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第一巻,平凡社,1931（昭和6）年6月,,,,,,,,,門田裕志,岡村和彦,http://www.aozora.gr.jp/cards/001779/files/57196_ruby_59530.zip,2016-06-10,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57196_59567.html,2016-06-10,ShiftJIS,JIS X 0208,0
057197,指環,ゆびわ,ゆひわ,,,,「新青年」博文館、1925（大正14）年7月,NDC 913,新字新仮名,なし,2016-04-16,2016-03-04,http://www.aozora.gr.jp/cards/001779/card57197.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2004（平成16）年7月20日,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,江戸川乱歩全集　第九巻,平凡社,1932（昭和7）年3月,,,,,,,,,門田裕志,A.K.,http://www.aozora.gr.jp/cards/001779/files/57197_ruby_58710.zip,2016-03-04,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/57197_58748.html,2016-03-04,ShiftJIS,JIS X 0208,0
056670,妖怪博士,ようかいはかせ,ようかいはかせ,,,,「少年倶楽部」大日本雄辯會講談社、1938（昭和13）年1月号～12月号,NDC K913,新字新仮名,なし,2016-08-14,2016-06-29,http://www.aozora.gr.jp/cards/001779/card56670.html,001779,江戸川,乱歩,えどがわ,らんぽ,えとかわ,らんほ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,なし,妖怪博士／青銅の魔人,江戸川乱歩推理文庫、講談社,1987（昭和62）年11月6日,1987（昭和62）年11月6日第1刷,1987（昭和62）年11月6日第1刷,,,,,,,,,,,,sogo,岡村和彦,http://www.aozora.gr.jp/cards/001779/files/56670_ruby_59514.zip,2016-06-29,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/001779/files/56670_59551.html,2016-06-29,ShiftJIS,JIS X 0208,0
004095,あきあはせ,あきあわせ,あきあわせ,,,,,NDC 913,新字旧仮名,なし,2003-04-09,2014-09-17,http://www.aozora.gr.jp/cards/000064/card4095.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,全集樋口一葉　第二巻　小説編二〈復刻版〉,小学館,1979（昭和54）年10月1日、1996（平成8）年11月10日復刻版,1996（平成8）年11月10日復刻版第1刷,,,,,,,,,,,,,もりみつじゅんじ,浅原庸子,http://www.aozora.gr.jp/cards/000064/files/4095_ruby_9505.zip,2003-03-23,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/4095_9535.html,2003-03-23,ShiftJIS,JIS X 0208,0
055659,暁月夜,あけづきよ,あけつきよ,,,,「都の花　第百一號」金港堂、1893（明治26）年2月19日,NDC 913,旧字旧仮名,なし,2013-09-06,2014-09-16,http://www.aozora.gr.jp/cards/000064/card55659.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,都の花　第百一號,金港堂,1893（明治26）年2月19日,1893（明治26）年2月19日,1893（明治26）年2月19日,,,,,,,,,,,,万波通彦,Juki,http://www.aozora.gr.jp/cards/000064/files/55659_ruby_51157.zip,2013-08-08,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/55659_51158.html,2013-08-08,ShiftJIS,JIS X 0208,0
001043,雨の夜,あめのよ,あめのよ,,,,,NDC 913,新字旧仮名,なし,2000-08-19,2014-09-17,http://www.aozora.gr.jp/cards/000064/card1043.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本の名随筆43　雨,作品社,1986（昭和61）年5月25日,1991（平成3）年10月20日第10刷,,,,,,,,,,,,,加藤恭子,浦田伴俊,http://www.aozora.gr.jp/cards/000064/files/1043_ruby_18856.zip,2005-06-26,ShiftJIS,JIS X 0208,1,http://www.aozora.gr.jp/cards/000064/files/1043_18857.html,2005-06-26,ShiftJIS,JIS X 0208,0
056880,うつせみ,うつせみ,うつせみ,,,,「讀賣新聞」1895（明治28）年8月27日号～31日号,NDC 913,新字旧仮名,なし,2016-10-19,2016-09-09,http://www.aozora.gr.jp/cards/000064/card56880.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,にごりえ・たけくらべ,新潮文庫、新潮社,1949（昭和24）年6月30日,2005（平成17）年5月20日126刷,2014（平成26）年4月20日129刷,,,,,,,,,,,,岡村和彦,青米,http://www.aozora.gr.jp/cards/000064/files/56880_ruby_59989.zip,2016-09-09,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56880_60034.html,2016-09-09,ShiftJIS,JIS X 0208,0
000390,うつせみ,うつせみ,うつせみ,,,,「讀賣新聞」1895（明治28）年8月27～31日,NDC 913,旧字旧仮名,なし,1997-10-15,2016-09-06,http://www.aozora.gr.jp/cards/000064/card390.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,日本現代文學全集　10　樋口一葉集,講談社,1962（昭和37）年11月19日,1969（昭和44）年10月1日第5刷,,,,,,,,,,,,,青空文庫,小林繁雄、米田進,http://www.aozora.gr.jp/cards/000064/files/390_ruby_15298.zip,2004-03-19,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/390_15299.html,2004-03-19,ShiftJIS,JIS X 0208,0
056007,うつせみ,うつせみ,うつせみ,,,,「讀賣新聞」1895（明治28）年8月27～31日,NDC 913,旧字旧仮名,なし,2014-12-08,2016-09-06,http://www.aozora.gr.jp/cards/000064/card56007.html,000064,樋口,一葉,ひぐち,いちよう,ひくち,いちよう,Higuchi,Ichiyo,著者,1872-05-02,1896-11-23,なし,樋口一葉全集第二卷,新世社,1941（昭和16）年7月18日,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日,校訂一葉全集,博文館,1897（明治30）年1月9日,,,,,,,,,万波通彦,岡村和彦,http://www.aozora.gr.jp/cards/000064/files/56007_ruby_54941.zip,2014-11-14,ShiftJIS,JIS X 0208,0,http://www.aozora.gr.jp/cards/000064/files/56007_54982.html,2014-11-14,ShiftJIS,JIS X 0208,0
